Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP
FDA32,14,Low Fat,Fruits and Vegetables,216.6192
FDW32,18.35,Regular,Fruits and Vegetables,86.3882
FDX22,18.35,Regular,Snack Foods,210.9928
FDQ47,7.155,Regular,Breads,33.6874
NCQ43,17.75,Low Fat,Others,108.6912
FDW07,18,Regular,Fruits and Vegetables,88.2514
FDE35,7.06,Regular,Starchy Foods,57.6904
FDC04,15.6,Low Fat,Dairy,241.3854
NCW53,15.6,Low Fat,Health and Hygiene,192.5162
NCG07,12.3,Low Fat,Household,191.053
FDQ03,15,Regular,Meat,238.0248
FDV46,18.2,Low Fat,Snack Foods,141.218
NCM26,20.5,Low Fat,Others,154.034
DRA59,8.27,Regular,Soft Drinks,183.6924
FDW13,8.27,Low Fat,Canned,52.7324
DRF27,8.93,Low Fat,Dairy,154.534
FDT12,6.215,Regular,Baking Goods,225.8062
FDD40,20.25,Regular,Dairy,190.7162
FDN25,7.895,Regular,Breakfast,57.7588
FDE33,19.35,Regular,Fruits and Vegetables,77.0644
NCL29,9.695,Low Fat,Health and Hygiene,160.2604
NCO30,9.695,Low Fat,Household,185.0608
FDB16,8.21,Low Fat,Dairy,87.6198
FDF16,7.3,Low Fat,Frozen Foods,146.8076
FDL02,20,Regular,Canned,107.4622
FDO13,7.865,Low Fat,Breakfast,165.3526
DRG27,7.865,Low Fat,Dairy,42.2138
FDX11,16,Regular,Baking Goods,183.5634
NCW41,18,Low Fat,Health and Hygiene,158.0604
FDI52,18.7,Low Fat,Frozen Foods,121.7072
FDN08,18.7,Regular,Fruits and Vegetables,115.9466
DRD15,10.6,Low Fat,Dairy,232.8642
DRF01,5.655,Low Fat,Soft Drinks,144.0102
DRH15,5.655,Low Fat,Dairy,43.9428
FDX59,10.195,Low Fat,Breads,35.3558
FDO37,8.06,Low Fat,Breakfast,230.2326
FDR31,6.46,Regular,Fruits and Vegetables,146.9102
NCH54,13.5,Low Fat,Household,157.792
NCW06,16.2,Low Fat,Household,190.8162
NCC18,19.1,Low Fat,Household,173.1422
DRJ23,19.1,Low Fat,Hard Drinks,188.1872
FDO16,5.48,Low Fat,Frozen Foods,83.025
FDB08,6.055,Low Fat,Fruits and Vegetables,158.7578
DRJ01,6.135,Low Fat,Soft Drinks,160.2236
DRE48,8.43,Low Fat,Soft Drinks,197.9768
DRA59,8.27,Regular,Soft Drinks,185.9924
FDS27,10.195,Regular,Meat,197.111
NCW29,14,Low Fat,Health and Hygiene,129.531
DRN35,8.01,Low Fat,Hard Drinks,36.8532
FDB09,16.25,Low Fat,Fruits and Vegetables,125.8046
FDV59,13.35,Low Fat,Breads,219.6166
FDD26,13.35,Regular,Canned,186.5924
FDV55,17.75,Low Fat,Fruits and Vegetables,145.1444
FDH48,13.5,Low Fat,Baking Goods,88.054
DRG48,5.78,Low Fat,Soft Drinks,147.2102
FDP49,9,Regular,Breakfast,55.2614
FDB03,17.75,Regular,Dairy,241.0538
FDL10,8.395,Low Fat,Snack Foods,98.7042
FDJ32,8.395,Low Fat,Fruits and Vegetables,62.5536
FDD11,12.85,Low Fat,Starchy Foods,253.004
FDW13,8.5,Low Fat,Canned,51.5324
FDA32,14,Low Fat,Fruits and Vegetables,216.9192
DRQ35,9.3,low fat,Hard Drinks,123.7388
DRI37,15.85,Low Fat,Soft Drinks,58.7904
FDU38,10.8,Low Fat,Dairy,193.7504
FDJ07,7.26,Low Fat,Meat,117.415
FDT38,18.7,Low Fat,Dairy,85.3566
FDX02,16,Low Fat,Dairy,224.3404
NCN18,8.895,Low Fat,Household,113.1544
FDQ13,11.1,Low Fat,Canned,82.3908
DRP35,18.85,Low Fat,Hard Drinks,128.9336
DRK47,7.905,Low Fat,Hard Drinks,230.2694
DRI47,14.7,Low Fat,Hard Drinks,143.8128
FDK20,12.6,Regular,Fruits and Vegetables,121.1072
FDC34,16,Regular,Snack Foods,157.6972
FDI15,16,Low Fat,Dairy,263.1884
FDG05,16,Regular,Frozen Foods,154.463
FDK34,13.35,Low Fat,Snack Foods,239.3564
FDX50,20.1,Low Fat,Dairy,109.6228
FDP56,8.185,Low Fat,Fruits and Vegetables,48.4692
NCX54,9.195,Low Fat,Household,107.7622
FDI20,19.1,Low Fat,Fruits and Vegetables,210.8586
FDH33,12.85,Low Fat,Snack Foods,42.9428
NCO29,11.15,Low Fat,Health and Hygiene,165.6526
FDK22,9.8,Low Fat,Snack Foods,216.785
DRO47,10.195,Low Fat,Hard Drinks,114.086
FDT19,10.195,Regular,Fruits and Vegetables,172.108
FDY25,12,Low Fat,Canned,181.2976
FDS44,12,Regular,Fruits and Vegetables,240.9538
FDJ21,16.7,Regular,Snack Foods,144.6102
FDO40,17.1,Low Fat,Frozen Foods,148.7392
FDL36,17.1,Low Fat,Baking Goods,91.083
FDJ21,16.7,Regular,Snack Foods,143.9102
FDD05,19.35,Low Fat,Frozen Foods,120.8098
FDS10,19.2,Low Fat,Snack Foods,178.9318
FDG14,19.2,Regular,Canned,150.9024
FDS47,16.75,Low Fat,Breads,86.1856
FDO40,17.1,Low Fat,Frozen Foods,150.2392
FDM50,13,Regular,Canned,61.422
FDF44,7.17,Regular,Fruits and Vegetables,129.4968
FDS21,19.85,Regular,Snack Foods,61.9194
NCJ06,19.85,Low Fat,Household,119.8782
FDX49,4.615,Regular,Canned,231.93
FDU33,7.63,Regular,Snack Foods,47.2402
NCN06,8.39,Low Fat,Household,163.4868
NCN53,5.175,Low Fat,Health and Hygiene,33.5874
NCE30,16,Low Fat,Household,212.6902
FDN21,16,Low Fat,Snack Foods,159.8236
FDB52,16,Low Fat,Dairy,256.7672
FDA26,16,Regular,Dairy,217.6482
FDD23,9.5,Regular,Starchy Foods,185.7898
FDH57,10.895,Low Fat,Fruits and Vegetables,131.3284
FDO15,10.895,Regular,Meat,72.4038
FDP20,19.85,Low Fat,Fruits and Vegetables,127.102
DRG11,6.385,Low Fat,Hard Drinks,109.1596
DRJ59,11.65,Low Fat,Hard Drinks,38.7164
FDP34,12.85,Low Fat,Snack Foods,155.463
FDY04,17.7,Regular,Frozen Foods,163.221
FDV11,9.1,Regular,Breads,173.6054
FDG20,15.5,Regular,Fruits and Vegetables,176.0028
NCH55,16.35,Low Fat,Household,127.902
FDV34,10.695,Regular,Snack Foods,75.2038
FDT44,16.6,Low Fat,Fruits and Vegetables,117.2466
FDG35,16.6,Regular,Starchy Foods,173.8738
FDG08,13.15,Regular,Fruits and Vegetables,170.8764
FDX52,11.5,Regular,Frozen Foods,194.982
NCH54,11.5,Low Fat,Household,160.792
FDU24,11.5,Regular,Baking Goods,94.312
FDW03,5.63,Regular,Meat,106.1306
FDV01,19.2,Regular,Canned,153.4314
FDQ39,19.2,Low Fat,Meat,189.9846
FDA16,6.695,Low Fat,Frozen Foods,219.4456
FDO12,15.75,Low Fat,Baking Goods,194.4452
FDM44,12.5,Low Fat,Fruits and Vegetables,103.899
FDT03,21.25,Low Fat,Meat,185.2608
NCQ18,21.25,Low Fat,Household,99.67
NCL18,18.85,Low Fat,Household,195.5136
NCJ06,20.1,Low Fat,Household,120.6782
NCI18,9.3,Low Fat,Household,222.3746
NCO55,12.8,Low Fat,Others,108.1938
FDW24,6.8,Low Fat,Baking Goods,47.5034
NCS05,6.8,low fat,Health and Hygiene,133.7942
FDO48,15,Regular,Baking Goods,220.3456
FDT35,19.85,Regular,Breads,167.6816
DRN11,7.85,Low Fat,Hard Drinks,144.6444
FDY57,20.2,Regular,Snack Foods,96.9752
FDX09,9,Low Fat,Snack Foods,177.737
FDY45,17.5,Low Fat,Snack Foods,255.1356
FDF41,12.15,Low Fat,Frozen Foods,246.346
FDG05,11,Regular,Frozen Foods,155.263
FDF05,17.5,Low Fat,Frozen Foods,261.691
FDU19,17.5,Regular,Fruits and Vegetables,172.0422
DRH39,17.5,Low Fat,Dairy,75.867
FDP57,17.5,Low Fat,Snack Foods,103.799
FDE58,17.5,Low Fat,Snack Foods,119.8124
DRD15,10.6,Low Fat,Dairy,233.6642
FDJ52,7.145,Low Fat,Frozen Foods,161.3578
FDS01,7.145,Low Fat,Canned,175.9686
FDZ47,20.7,Regular,Baking Goods,97.2042
FDG35,20.7,Regular,Starchy Foods,173.5738
FDY45,17.5,Low Fat,Snack Foods,252.6356
FDY04,17.7,Regular,Frozen Foods,161.921
FDY47,8.6,Regular,Breads,131.031
FDE28,9.5,Regular,Frozen Foods,228.4668
FDJ27,17.7,Regular,Meat,101.5674
FDH58,12.3,low fat,Snack Foods,116.8834
NCV42,6.26,Low Fat,Household,111.0228
NCQ54,17.7,Low Fat,Household,167.6474
FDL44,18.25,Low Fat,Fruits and Vegetables,162.8894
FDY50,5.8,Low Fat,Dairy,89.7172
FDR59,14.5,Regular,Breads,262.7594
FDH35,18.25,Low Fat,Starchy Foods,162.5526
FDX08,12.85,Low Fat,Fruits and Vegetables,179.3318
FDB27,7.575,Low Fat,Dairy,196.8768
FDA56,9.21,Low Fat,Fruits and Vegetables,120.8414
FDV39,11.3,Low Fat,Meat,196.6426
FDU38,11.3,Low Fat,Dairy,190.6504
FDT55,13.6,Regular,Fruits and Vegetables,157.7946
FDS15,9.195,Regular,Meat,106.3596
FDF05,9.195,Low Fat,Frozen Foods,261.291
DRP47,15.75,Low Fat,Hard Drinks,252.9382
FDA25,16.5,Regular,Canned,101.999
FDA19,16.5,Low Fat,Fruits and Vegetables,126.6994
NCM26,20.5,Low Fat,Others,154.634
FDS46,17.6,Regular,Snack Foods,118.1782
DRH15,8.775,Low Fat,Dairy,42.7428
NCR05,10.1,Low Fat,Health and Hygiene,197.5084
NCY17,18.2,Low Fat,Health and Hygiene,44.1086
FDZ01,8.975,Regular,Canned,103.099
FDP31,8.975,Regular,Fruits and Vegetables,65.7168
FDE57,9.6,Low Fat,Fruits and Vegetables,141.0154
FDZ44,8.185,Low Fat,Fruits and Vegetables,116.0808
NCP53,14.75,Low Fat,Health and Hygiene,236.6906
NCA06,20.5,Low Fat,Household,37.219
FDP22,14.65,Regular,Snack Foods,51.3666
FDW37,19.2,Low Fat,Canned,90.9488
NCS30,5.945,Low Fat,Household,127.3652
FDB40,17.5,Regular,Dairy,144.2102
FDC51,10.895,Regular,Dairy,122.873
FDC11,20.5,Low Fat,Starchy Foods,89.7172
FDC59,20.5,Regular,Starchy Foods,63.8168
FDE14,13.65,Regular,Canned,99.47
NCT41,15.7,Low Fat,Health and Hygiene,150.6024
FDP52,18.7,Regular,Frozen Foods,229.201
DRA24,19.35,Regular,Soft Drinks,163.8868
FDC40,16,Regular,Dairy,79.3986
NCA42,6.965,Low Fat,Household,159.4604
FDT27,11.395,Regular,Meat,233.9616
NCW54,7.5,Low Fat,Household,56.9588
DRB13,6.115,Regular,Soft Drinks,189.253
FDY02,6.115,Regular,Dairy,264.091
FDS59,14.8,Regular,Breads,110.657
FDR49,8.71,Low Fat,Canned,46.1376
FDY40,15.5,Regular,Frozen Foods,50.9692
FDL48,19.35,Regular,Baking Goods,48.7034
DRI01,19.35,Low Fat,Soft Drinks,173.1422
FDZ52,19.2,Low Fat,Frozen Foods,111.8886
FDK32,16.25,Regular,Fruits and Vegetables,152.4682
FDK51,19.85,Low Fat,Dairy,265.1884
FDP28,13.65,Regular,Frozen Foods,259.6936
DRZ24,7.535,Low Fat,Soft Drinks,120.844
FDG04,7.535,Low Fat,Frozen Foods,185.1898
FDF58,7.535,Low Fat,Snack Foods,64.551
FDI21,5.59,Regular,Snack Foods,63.2168
FDZ43,11,Regular,Fruits and Vegetables,240.4512
FDI57,19.85,Low Fat,Seafood,195.0768
FDV03,17.6,Low Fat,Meat,153.6314
FDT12,6.215,Regular,Baking Goods,224.4062
FDF29,15.1,Regular,Frozen Foods,128.831
FDU02,13.35,low fat,Dairy,230.6352
FDD23,9.5,Regular,Starchy Foods,186.5898
FDN04,11.8,Regular,Frozen Foods,179.2344
FDG29,17.6,Low Fat,Frozen Foods,40.3454
FDK51,19.85,Low Fat,Dairy,266.6884
FDB53,13.35,Low Fat,Frozen Foods,147.6392
DRI23,18.85,Low Fat,Hard Drinks,158.4578
FDP57,17.5,Low Fat,Snack Foods,102.999
FDY57,20.2,Regular,Snack Foods,95.3752
NCT42,5.88,Low Fat,Household,149.9392
FDZ21,5.88,Regular,Snack Foods,95.641
FDC50,15.85,Low Fat,Canned,94.4094
FDT40,5.985,Low Fat,Frozen Foods,127.3678
FDD50,18.85,Low Fat,Canned,170.4132
DRI23,18.85,Low Fat,Hard Drinks,161.7578
FDQ46,7.51,Low Fat,Snack Foods,113.5544
NCX06,17.6,Low Fat,Household,182.5976
NCE19,8.97,Low Fat,Household,54.6956
FDI60,7.22,Regular,Baking Goods,64.751
FDC47,7.22,Low Fat,Snack Foods,228.1694
FDE02,8.71,Low Fat,Canned,94.4778
FDE11,17.7,Regular,Starchy Foods,186.0924
FDP11,15.85,Low Fat,Breads,217.5166
FDL48,6.055,Regular,Baking Goods,46.8034
FDH26,19.25,Regular,Canned,141.5496
FDI33,16.5,Low Fat,Snack Foods,91.0146
FDQ26,13.5,Regular,Dairy,57.8562
FDN03,13.5,Regular,Meat,250.9408
FDO13,7.865,Low Fat,Breakfast,164.5526
NCJ29,10.6,Low Fat,Health and Hygiene,84.7224
FDE52,10.6,Regular,Dairy,88.9514
FDA52,16.2,Regular,Frozen Foods,178.337
FDF57,14.5,Regular,Fruits and Vegetables,169.7448
NCO26,7.235,Low Fat,Household,116.4492
DRL59,16.75,Low Fat,Hard Drinks,55.1298
FDC60,16.75,Regular,Baking Goods,88.8514
DRD25,16.75,Low Fat,Soft Drinks,113.286
FDB26,14,Regular,Canned,52.564
FDK51,19.85,Low Fat,Dairy,265.8884
FDE53,10.895,Low Fat,Frozen Foods,106.328
FDV24,5.635,Low Fat,Baking Goods,148.205
FDI34,10.65,Regular,Snack Foods,229.3668
FDL36,15.1,Low Fat,Baking Goods,88.283
FDI38,13.35,Regular,Canned,208.5638
FDG31,12.15,Low Fat,Meat,63.0826
FDA21,13.65,Low Fat,Snack Foods,186.3924
FDI09,20.75,Regular,Seafood,240.288
FDI20,19.1,Low Fat,Fruits and Vegetables,210.6586
DRI51,17.25,Low Fat,Dairy,171.5764
DRZ11,17.25,Regular,Soft Drinks,123.0388
FDY07,17.25,Low Fat,Fruits and Vegetables,45.9402
FDC58,10.195,Low Fat,Snack Foods,43.8428
NCC30,16.6,Low Fat,Household,176.6344
FDY03,17.6,Regular,Meat,111.8202
FDZ44,8.185,Low Fat,Fruits and Vegetables,117.1808
FDP28,13.65,Regular,Frozen Foods,261.1936
FDL08,10.8,Low Fat,Fruits and Vegetables,243.9144
FDP25,15.2,Low Fat,Canned,219.4824
DRK59,8.895,Low Fat,Hard Drinks,232.9616
DRJ24,11.8,Low Fat,Soft Drinks,187.0924
FDU33,7.63,Regular,Snack Foods,45.1402
FDX47,6.55,Regular,Breads,157.5288
FDR46,16.85,Low Fat,Snack Foods,144.976
FDZ56,16.85,Low Fat,Fruits and Vegetables,168.2474
NCO26,7.235,Low Fat,Household,116.9492
FDV38,19.25,Low Fat,Dairy,55.1956
FDL13,13.85,Regular,Breakfast,233.93
FDD57,18.1,Low Fat,Fruits and Vegetables,93.6094
FDE46,18.6,Low Fat,Snack Foods,153.1366
FDB28,6.615,Low Fat,Dairy,196.3426
FDC41,15.6,Low Fat,Frozen Foods,77.367
DRI23,18.85,Low Fat,Hard Drinks,158.6578
FDL33,7.235,Low Fat,Snack Foods,197.2452
FDS03,7.825,Low Fat,Meat,63.4826
NCY18,7.825,Low Fat,Household,177.0054
FDE50,19.7,Regular,Canned,188.2556
FDT02,12.6,Low Fat,Dairy,34.4874
FDI34,10.65,Regular,Snack Foods,230.2668
FDO15,16.75,Regular,Meat,73.2038
DRI39,13.8,Low Fat,Dairy,55.393
NCO14,9.6,Low Fat,Household,43.6086
NCN19,13.1,Low Fat,Others,189.253
DRJ25,14.6,Low Fat,Soft Drinks,47.5692
FDE10,6.67,Regular,Snack Foods,130.5626
FDQ08,15.7,Regular,Fruits and Vegetables,59.4536
NCQ43,17.75,Low Fat,Others,107.7912
FDY57,20.2,Regular,Snack Foods,97.3752
FDQ34,10.85,Low Fat,Snack Foods,107.4622
NCG19,20.25,Low Fat,Household,232.7616
FDI33,20.25,Low Fat,Snack Foods,90.2146
FDW27,5.86,Regular,Meat,156.0314
FDH04,6.115,Regular,Frozen Foods,92.4488
FDZ39,19.7,Regular,Meat,104.499
NCK19,9.8,Low Fat,Others,194.5478
FDY20,12.5,Regular,Fruits and Vegetables,89.0488
FDN39,19.35,Regular,Meat,166.0816
NCY41,16.75,Low Fat,Health and Hygiene,34.5532
NCN14,19.1,Low Fat,Others,182.7608
FDR07,21.35,Low Fat,Fruits and Vegetables,96.2094
FDW49,19.5,Low Fat,Canned,179.2002
FDN23,6.575,Regular,Breads,146.4444
FDS33,6.67,Regular,Snack Foods,88.9514
FDY36,12.3,Low Fat,Baking Goods,74.838
FDH20,16.1,Regular,Fruits and Vegetables,97.841
FDR15,16.1,Regular,Meat,155.8314
NCP50,17.35,Low Fat,Others,80.6618
FDS40,15.35,Low Fat,Frozen Foods,35.219
FDG38,8.975,Regular,Canned,86.4224
NCO18,13.15,Low Fat,Household,178.2686
NCO54,19.5,Low Fat,Household,55.6614
NCW18,15.1,Low Fat,Household,238.1248
FDB36,5.465,Regular,Baking Goods,132.9626
FDJ45,17.75,Low Fat,Seafood,34.2216
FDP60,17.75,Low Fat,Baking Goods,100.3016
DRD12,6.96,Low Fat,Soft Drinks,92.7146
FDR47,17.85,Low Fat,Breads,196.0794
FDJ10,5.095,Regular,Snack Foods,142.4838
DRC25,5.73,Low Fat,Soft Drinks,87.0882
NCW54,7.5,Low Fat,Household,57.8588
FDA26,7.855,Regular,Dairy,218.6482
DRF01,5.655,Low Fat,Soft Drinks,146.9102
NCZ17,12.15,Low Fat,Health and Hygiene,37.6506
FDK46,9.6,Low Fat,Snack Foods,258.362
NCU41,18.85,Low Fat,Health and Hygiene,190.3846
FDV20,20.2,Regular,Fruits and Vegetables,127.4678
FDT15,12.15,Regular,Meat,182.295
DRI25,19.6,Low Fat,Soft Drinks,56.4614
FDA40,16,Regular,Frozen Foods,88.5856
FDZ15,16,Low Fat,Dairy,117.5782
FDM13,6.425,Low Fat,Breakfast,132.2626
NCM05,6.825,Low Fat,Health and Hygiene,262.5226
FDD38,6.825,Regular,Canned,103.7674
DRI01,7.97,Low Fat,Soft Drinks,172.1422
DRG13,17.25,Low Fat,Soft Drinks,166.4526
NCT30,9.1,Low Fat,Household,48.8718
NCG42,19.2,Low Fat,Household,129.831
FDB14,19.2,Regular,Canned,91.312
FDO27,19.2,Regular,Meat,95.7752
FDC14,14.5,Regular,Canned,41.4454
FDB49,14.5,Regular,Baking Goods,98.5384
FDZ23,17.75,Regular,Baking Goods,188.024
FDJ52,7.145,Low Fat,Frozen Foods,160.6578
FDJ56,8.985,Low Fat,Fruits and Vegetables,99.67
NCR54,16.35,low fat,Household,196.811
DRF01,5.655,Low Fat,Soft Drinks,147.5102
DRK12,9.5,Low Fat,Soft Drinks,32.49
FDD44,8.05,Regular,Fruits and Vegetables,257.5646
DRM23,16.6,Low Fat,Hard Drinks,173.3422
NCM31,6.095,Low Fat,Others,141.9154
FDY21,15.1,Low Fat,Snack Foods,197.211
FDR22,19.35,Regular,Snack Foods,112.9544
NCV06,11.3,Low Fat,Household,192.0478
FDR45,10.8,Low Fat,Snack Foods,240.5222
FDH60,19.7,Regular,Baking Goods,194.411
FDR08,19.7,Low Fat,Fruits and Vegetables,113.1886
FDA47,10.5,Regular,Baking Goods,164.121
FDS37,7.655,Low Fat,Canned,114.3492
FDF12,8.235,Low Fat,Baking Goods,146.5076
FDP24,20.6,Low Fat,Baking Goods,119.4756
FDU20,19.35,Regular,Fruits and Vegetables,122.1098
FDW44,9.5,Regular,Fruits and Vegetables,170.2448
FDY39,5.305,Regular,Meat,183.5608
DRD37,9.8,Low Fat,Soft Drinks,47.406
FDB50,13,Low Fat,Canned,79.6986
FDY10,17.6,Low Fat,Snack Foods,113.0176
FDK41,14.3,Low Fat,Frozen Foods,83.4224
FDL24,10.3,Regular,Baking Goods,172.3422
FDZ07,15.1,Regular,Fruits and Vegetables,62.2194
DRI03,6.03,Low Fat,Dairy,176.7028
FDW56,7.68,Low Fat,Fruits and Vegetables,192.6162
FDR20,20,Regular,Fruits and Vegetables,46.8744
FDC50,15.85,Low Fat,Canned,96.3094
NCX05,15.2,Low Fat,Health and Hygiene,117.6492
FDU23,12.15,Low Fat,Breads,164.7184
FDQ51,19.35,Regular,Meat,45.4718
FDH21,19.35,Low Fat,Seafood,157.5604
DRZ11,8.85,Regular,Soft Drinks,125.1388
NCI43,19.85,Low Fat,Household,49.5376
NCF30,17,Low Fat,Household,125.8362
FDB12,11.15,Regular,Baking Goods,102.0648
FDW19,12.35,Regular,Fruits and Vegetables,110.757
FDB45,20.85,Low Fat,Fruits and Vegetables,103.3306
FDY55,20.85,Low Fat,Fruits and Vegetables,255.7988
FDK40,7.035,Low Fat,Frozen Foods,263.291
FDU11,4.785,Low Fat,Breads,122.0098
FDP33,4.785,Low Fat,Snack Foods,254.2672
FDN49,17.25,Regular,Breakfast,40.348
FDR15,9.3,Regular,Meat,153.4314
FDO38,17.25,Low Fat,Canned,78.8986
DRC24,17.85,Low Fat,Soft Drinks,153.1998
NCU17,17.85,Low Fat,Health and Hygiene,101.6674
FDK22,9.8,Low Fat,Snack Foods,217.585
DRP35,18.85,Low Fat,Hard Drinks,127.1336
NCL29,9.695,Low Fat,Health and Hygiene,158.2604
FDG53,10,Low Fat,Frozen Foods,138.118
DRM23,16.6,Low Fat,Hard Drinks,172.9422
FDR09,18.25,Low Fat,Snack Foods,259.6962
NCJ30,5.82,Low Fat,Household,170.579
FDZ04,9.31,Low Fat,Frozen Foods,62.151
FDM10,18.25,Low Fat,Snack Foods,214.0218
FDR21,19.7,Low Fat,Snack Foods,178.337
DRJ49,6.865,Low Fat,Soft Drinks,127.1652
FDJ15,11.35,Regular,Dairy,184.4608
FDO34,17.7,Low Fat,Snack Foods,169.0816
NCG30,17.7,Low Fat,Household,124.6046
FDS60,20.85,Low Fat,Baking Goods,177.866
FDX57,17.25,Regular,Snack Foods,97.0068
FDS40,15.35,Low Fat,Frozen Foods,38.419
FDT08,13.65,Low Fat,Fruits and Vegetables,151.805
NCN29,15.2,Low Fat,Health and Hygiene,49.1034
FDY27,6.38,Low Fat,Dairy,178.0344
NCR29,6.38,Low Fat,Health and Hygiene,56.293
FDZ02,6.905,Regular,Dairy,97.2726
FDP40,6.905,Regular,Frozen Foods,110.1544
FDE11,6.905,Regular,Starchy Foods,183.9924
DRL35,15.7,Low Fat,Hard Drinks,44.777
FDO39,15.2,Regular,Meat,182.1608
FDG32,15.2,Low Fat,Fruits and Vegetables,222.0772
FDU50,15.2,Regular,Dairy,112.9176
FDX24,8.355,low fat,Baking Goods,93.0462
NCN43,12.15,Low Fat,Others,122.173
FDK34,13.35,Low Fat,Snack Foods,238.7564
NCN41,17,Low Fat,Health and Hygiene,122.373
FDW16,17.35,Regular,Frozen Foods,93.1804
FDP46,17.35,Low Fat,Snack Foods,88.383
NCD07,9.1,Low Fat,Household,115.0518
FDG44,6.13,Low Fat,Fruits and Vegetables,54.1298
FDC20,6.13,low fat,Fruits and Vegetables,55.4272
FDB23,19.2,Regular,Starchy Foods,226.9062
DRK59,8.895,Low Fat,Hard Drinks,233.8616
FDT31,19.75,Low Fat,Fruits and Vegetables,188.1872
FDB15,10.895,Low Fat,Dairy,264.3568
FDI56,10.895,Low Fat,Fruits and Vegetables,91.0146
NCQ17,10.3,Low Fat,Health and Hygiene,154.463
FDH44,19.1,Regular,Fruits and Vegetables,148.2418
FDP40,4.555,Regular,Frozen Foods,111.3544
NCR17,4.555,Low Fat,Health and Hygiene,114.0492
NCO53,16.2,Low Fat,Health and Hygiene,184.0608
FDG38,8.975,Regular,Canned,84.1224
NCQ43,17.75,Low Fat,Others,110.2912
FDU47,12.8,Regular,Breads,142.2838
FDZ02,6.905,Regular,Dairy,98.1726
FDS04,10.195,Regular,Frozen Foods,141.8838
FDQ31,5.785,Regular,Fruits and Vegetables,87.3856
FDT57,5.785,Low Fat,Snack Foods,236.0248
FDK50,7.96,Low Fat,Canned,162.4894
FDB49,8.3,Regular,Baking Goods,98.7384
FDN56,5.46,Regular,Fruits and Vegetables,145.5786
FDU02,13.35,Low Fat,Dairy,228.6352
FDK26,5.46,Regular,Canned,185.424
DRA24,5.46,Regular,Soft Drinks,165.7868
FDF53,20.75,Regular,Frozen Foods,180.3318
NCZ30,6.59,Low Fat,Household,119.0098
FDF14,7.55,Low Fat,Canned,151.934
NCL18,18.85,Low Fat,Household,192.5136
FDP25,15.2,Low Fat,Canned,218.4824
NCV05,10.1,Low Fat,Health and Hygiene,152.4656
FDV49,10,Low Fat,Canned,262.7226
FDJ56,8.985,Low Fat,Fruits and Vegetables,100.27
FDI40,11.5,Regular,Frozen Foods,99.7358
NCK05,11.5,Low Fat,Health and Hygiene,61.5536
NCI43,19.85,Low Fat,Household,48.6376
NCE42,21.1,Low Fat,Household,234.2958
FDP40,4.555,Regular,Frozen Foods,112.6544
FDU40,20.85,Low Fat,Frozen Foods,193.8478
FDR32,6.78,Regular,Fruits and Vegetables,228.4694
FDS43,6.78,Low Fat,Fruits and Vegetables,186.224
FDH50,15,Regular,Canned,185.9266
FDZ09,17.6,Low Fat,Snack Foods,164.8868
FDS19,13.8,Regular,Fruits and Vegetables,77.8012
NCU30,5.11,Low Fat,Household,163.821
FDI27,8.71,Regular,Dairy,43.5744
FDQ09,7.235,Low Fat,Snack Foods,113.6834
FDB35,12.3,Regular,Starchy Foods,89.8804
DRD12,6.96,Low Fat,Soft Drinks,93.1146
FDW07,18,Regular,Fruits and Vegetables,89.6514
DRE13,6.28,Low Fat,Soft Drinks,85.5198
FDR11,10.5,Regular,Breads,158.7578
DRG36,14.15,low fat,Soft Drinks,171.0106
DRD37,9.8,Low Fat,Soft Drinks,47.506
FDX03,15.85,Regular,Meat,44.7744
FDU46,10.3,Regular,Snack Foods,84.854
FDV03,17.6,Low Fat,Meat,156.2314
FDZ37,17.6,Regular,Canned,86.4198
FDI24,10.3,Low Fat,Baking Goods,177.037
FDX33,9.195,Regular,Snack Foods,159.5578
FDG47,12.8,Low Fat,Starchy Foods,261.3252
FDZ57,10,Regular,Snack Foods,126.7994
FDT04,17.25,Low Fat,Frozen Foods,40.5822
FDO49,17.25,Regular,Breakfast,49.3008
NCB43,20.2,Low Fat,Household,187.7898
NCL53,7.5,Low Fat,Health and Hygiene,175.2028
FDM01,7.895,Regular,Breakfast,100.7332
FDO12,15.75,Low Fat,Baking Goods,195.5452
FDO13,15.75,Low Fat,Breakfast,162.8526
FDI04,13.65,Regular,Frozen Foods,196.2426
NCK05,20.1,Low Fat,Health and Hygiene,60.6536
FDP28,13.65,Regular,Frozen Foods,259.7936
FDJ44,12.3,Regular,Fruits and Vegetables,176.3396
FDS25,12.3,Regular,Canned,109.5228
FDT23,7.72,Regular,Breads,76.3986
NCD31,12.1,Low Fat,Household,165.1526
FDV19,14.85,Regular,Fruits and Vegetables,159.5578
NCQ30,14.85,Low Fat,Household,120.5414
NCD18,16,Low Fat,Household,231.3668
FDL10,8.395,Low Fat,Snack Foods,97.3042
FDX20,7.365,Low Fat,Fruits and Vegetables,225.172
FDM32,20.5,Low Fat,Fruits and Vegetables,89.583
FDR09,18.25,Low Fat,Snack Foods,257.2962
FDL34,18.25,Low Fat,Snack Foods,140.2496
NCK42,7.475,Low Fat,Household,214.5192
FDU23,12.15,Low Fat,Breads,164.6184
DRI01,7.97,Low Fat,Soft Drinks,172.0422
